feature_id,version,release_date,feature_name,category,group_id,subgroup_id,engineer_id,models,hardware,description,dev_start_date,feature_complete_date,release_complete_date,lifecycle_status,hw_requirement
F0800,2024.26.20,"August 23, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-07-04,2024-08-12,2024-08-23,released,
F0801,2024.26.20,"August 23, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-07-06,2024-08-10,2024-08-23,released,
F0802,2024.26.20,"August 23, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-07-08,2024-08-15,2024-08-23,released,
F0803,2024.26.20,"August 23, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-07-04,2024-08-13,2024-08-23,released,
F0804,2024.26.20,"August 23, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-07-06,2024-08-15,2024-08-23,released,
F0805,2024.26.20,"August 23, 2024",Reduce Fan Speed Option,Undocumented Change,3,302,E09,,,,2024-07-01,2024-08-13,2024-08-23,released,
F0806,2024.26.20,"August 23, 2024",New Key Required Screen,Undocumented Change,3,302,E09,,,,2024-07-11,2024-08-10,2024-08-23,released,
F0807,2024.26.20,"August 23, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-07-03,2024-08-16,2024-08-23,released,
F0808,2024.26.20,"August 23, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E01,,,,2024-07-11,2024-08-16,2024-08-23,released,
F0809,2024.26.20,"August 23, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-07-10,2024-08-09,2024-08-23,released,
F0810,2024.26.20,"August 23, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-07-10,2024-08-11,2024-08-23,released,
F0811,2024.26.3.1,"July 27, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-06-04,2024-07-19,2024-07-27,released,
F0812,2024.26.3.1,"July 27, 2024",Go on Green,New Feature,1,102,E02,,,,2024-06-03,2024-07-14,2024-07-27,released,
F0813,2024.26.3.1,"July 27, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-06-11,2024-07-19,2024-07-27,released,
F0814,2024.26.3.1,"July 27, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-06-07,2024-07-15,2024-07-27,released,
F0815,2024.26.3.1,"July 27, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-06-02,2024-07-18,2024-07-27,released,
F0816,2024.26.3.1,"July 27, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-06-11,2024-07-19,2024-07-27,released,
F0817,2024.26.3.1,"July 27, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-06-12,2024-07-20,2024-07-27,released,
F0818,2024.26.3.1,"July 27, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-06-12,2024-07-20,2024-07-27,released,
F0819,2024.26.3.1,"July 27, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-06-09,2024-07-18,2024-07-27,released,
F0820,2024.26.3.1,"July 27, 2024",Other Updates,New Feature,3,302,E09,,,,2024-06-07,2024-07-14,2024-07-27,released,
F0821,2024.26.3.1,"July 27, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-06-12,2024-07-14,2024-07-27,released,
F0822,2024.26.3.1,"July 27, 2024",Automatic Emergency Braking in Reverse,New Feature,2,203,E03,,,,2024-06-02,2024-07-19,2024-07-27,released,
F0823,2024.26.3.1,"July 27, 2024",Forward Collision Warning Improvements,New Feature,2,203,E07,,,,2024-06-14,2024-07-20,2024-07-27,released,
F0824,2024.26.3.1,"July 27, 2024",Autopilot Suspension,New Feature,1,102,E01,,,,2024-06-03,2024-07-20,2024-07-27,released,
F0825,2024.26.3.1,"July 27, 2024",FSD (Supervised) v12.3.6,New Feature,1,104,E02,,HW4,,2024-06-01,2024-07-13,2024-07-27,released,HW4
F0826,2024.26.3.1,"July 27, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2024-06-10,2024-07-19,2024-07-27,released,HW4
F0827,2024.26.3.1,"July 27, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-06-15,2024-07-15,2024-07-27,released,
F0828,2024.26.3.1,"July 27, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-06-06,2024-07-16,2024-07-27,released,
F0829,2024.26.3.1,"July 27, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-06-08,2024-07-15,2024-07-27,released,
F0830,2024.26.3.1,"July 27, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-06-03,2024-07-17,2024-07-27,released,
F0831,2024.26.3.1,"July 27, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-06-13,2024-07-20,2024-07-27,released,
F0832,2024.26.3.1,"July 27, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-06-12,2024-07-15,2024-07-27,released,
F0833,2024.26.3.1,"July 27, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E02,,,,2024-06-10,2024-07-20,2024-07-27,released,
F0834,2024.26.3.1,"July 27, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-06-14,2024-07-17,2024-07-27,released,
F0835,2024.26.3.1,"July 27, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-06-09,2024-07-13,2024-07-27,released,
F0836,2024.26.5,"August 6, 2024",FSD (Supervised) v12.5.1.2,New Feature,1,104,E01,,HW4,,2024-06-14,2024-07-26,2024-08-06,released,HW4
F0837,2024.26.5,"August 6, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E03,,,,2024-06-11,2024-07-27,2024-08-06,released,
F0838,2024.26.5,"August 6, 2024",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2024-06-14,2024-07-25,2024-08-06,released,HW4
F0839,2024.26.5,"August 6, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-06-16,2024-07-29,2024-08-06,released,
F0840,2024.26.5,"August 6, 2024",Go on Green,New Feature,1,102,E01,,,,2024-06-15,2024-07-24,2024-08-06,released,
F0841,2024.26.5,"August 6, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-06-19,2024-07-28,2024-08-06,released,
F0842,2024.26.5,"August 6, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-06-21,2024-07-25,2024-08-06,released,
F0843,2024.26.5,"August 6, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-06-20,2024-07-23,2024-08-06,released,
F0844,2024.26.5,"August 6, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-06-24,2024-07-27,2024-08-06,released,
F0845,2024.26.5,"August 6, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-06-23,2024-07-29,2024-08-06,released,
F0846,2024.26.5,"August 6, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-06-18,2024-07-25,2024-08-06,released,
F0847,2024.26.5,"August 6, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-06-17,2024-07-25,2024-08-06,released,
F0848,2024.26.5,"August 6, 2024",Other Updates,New Feature,3,302,E09,,,,2024-06-21,2024-07-23,2024-08-06,released,
F0849,2024.26.5,"August 6, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-06-24,2024-07-28,2024-08-06,released,
F0850,2024.26.5,"August 6, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-06-22,2024-07-25,2024-08-06,released,
F0851,2024.26.5,"August 6, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-06-14,2024-07-27,2024-08-06,released,
F0852,2024.26.5,"August 6, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-06-17,2024-07-30,2024-08-06,released,
F0853,2024.26.5,"August 6, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-06-12,2024-07-28,2024-08-06,released,
F0854,2024.26.5,"August 6, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-06-12,2024-07-23,2024-08-06,released,
F0855,2024.26.5,"August 6, 2024",Reduce Fan Speed Option,Undocumented Change,3,302,E09,,,,2024-06-24,2024-07-23,2024-08-06,released,
F0856,2024.26.5,"August 6, 2024",New Key Required Screen,Undocumented Change,3,302,E09,,,,2024-06-24,2024-07-30,2024-08-06,released,
F0857,2024.26.5,"August 6, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-06-23,2024-07-27,2024-08-06,released,
F0858,2024.26.5,"August 6, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E02,,,,2024-06-15,2024-07-29,2024-08-06,released,
F0859,2024.26.5,"August 6, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-06-11,2024-07-29,2024-08-06,released,
F0860,2024.26.5,"August 6, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-06-22,2024-07-23,2024-08-06,released,
F0861,2024.26.7,"August 11, 2024",Over-the-Air (OTA) Recall,New Feature,3,302,E09,,,,2024-06-16,2024-07-30,2024-08-11,released,
F0862,2024.26.7,"August 11, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-06-23,2024-08-04,2024-08-11,released,
F0863,2024.26.7,"August 11, 2024",Go on Green,New Feature,1,102,E01,,,,2024-06-17,2024-07-29,2024-08-11,released,
F0864,2024.26.7,"August 11, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-06-24,2024-07-29,2024-08-11,released,
F0865,2024.26.7,"August 11, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-06-27,2024-08-02,2024-08-11,released,
F0866,2024.26.7,"August 11, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-06-23,2024-08-02,2024-08-11,released,
F0867,2024.26.7,"August 11, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-06-20,2024-07-31,2024-08-11,released,
F0868,2024.26.7,"August 11, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-06-16,2024-07-28,2024-08-11,released,
F0869,2024.26.7,"August 11, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-06-26,2024-07-29,2024-08-11,released,
F0870,2024.26.7,"August 11, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-06-27,2024-08-01,2024-08-11,released,
F0871,2024.26.7,"August 11, 2024",Other Updates,New Feature,3,302,E09,,,,2024-06-24,2024-07-30,2024-08-11,released,
F0872,2024.26.7,"August 11, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-06-25,2024-07-30,2024-08-11,released,
F0873,2024.26.7,"August 11, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-06-28,2024-08-04,2024-08-11,released,
F0874,2024.26.7,"August 11, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-06-30,2024-07-31,2024-08-11,released,
F0875,2024.26.7,"August 11, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-06-22,2024-07-30,2024-08-11,released,
F0876,2024.26.7,"August 11, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-06-28,2024-08-03,2024-08-11,released,
F0877,2024.26.7,"August 11, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-06-26,2024-08-04,2024-08-11,released,
F0878,2024.26.7,"August 11, 2024",Reduce Fan Speed Option,Undocumented Change,3,302,E09,,,,2024-06-25,2024-08-02,2024-08-11,released,
F0879,2024.26.7,"August 11, 2024",New Key Required Screen,Undocumented Change,3,302,E09,,,,2024-06-21,2024-07-30,2024-08-11,released,
F0880,2024.26.7,"August 11, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-06-19,2024-07-30,2024-08-11,released,
F0881,2024.26.7,"August 11, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E02,,,,2024-06-21,2024-08-01,2024-08-11,released,
F0882,2024.26.7,"August 11, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-06-28,2024-07-28,2024-08-11,released,
F0883,2024.26.7,"August 11, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-06-30,2024-08-01,2024-08-11,released,
F0884,2024.26.8,"August 22, 2024",Automatic Emergency Braking Improvements,New Feature,2,203,E07,,,,2024-07-11,2024-08-08,2024-08-22,released,
F0885,2024.26.8,"August 22, 2024",Over-the-Air (OTA) Recall,New Feature,3,302,E09,,,,2024-06-27,2024-08-12,2024-08-22,released,
F0886,2024.26.8,"August 22, 2024",YouTube Music,New Feature,5,501,E10,,,,2024-06-30,2024-08-13,2024-08-22,released,
F0887,2024.26.8,"August 22, 2024",Go on Green,New Feature,1,102,E01,,,,2024-07-11,2024-08-13,2024-08-22,released,
F0888,2024.26.8,"August 22, 2024",Vision Speed Limits,New Feature,3,302,E09,,,,2024-06-29,2024-08-14,2024-08-22,released,
F0889,2024.26.8,"August 22, 2024",Amazon Music,New Feature,5,501,E10,,,,2024-07-10,2024-08-10,2024-08-22,released,
F0890,2024.26.8,"August 22, 2024",Castle Doombad Classic,New Feature,5,502,E10,,,,2024-07-06,2024-08-11,2024-08-22,released,
F0891,2024.26.8,"August 22, 2024",Parental Controls,New Feature,3,302,E09,,,,2024-07-09,2024-08-09,2024-08-22,released,
F0892,2024.26.8,"August 22, 2024",Weather Forecast and Air Quality,New Feature,4,403,E05,,,,2024-07-01,2024-08-10,2024-08-22,released,
F0893,2024.26.8,"August 22, 2024",Schedule Charge and Preconditioning,New Feature,4,402,E05,,,,2024-07-08,2024-08-13,2024-08-22,released,
F0894,2024.26.8,"August 22, 2024",Navigate to Sub-Destinations,New Feature,4,403,E05,,,,2024-06-30,2024-08-11,2024-08-22,released,
F0895,2024.26.8,"August 22, 2024",Other Updates,New Feature,3,302,E09,,,,2024-06-30,2024-08-15,2024-08-22,released,
F0896,2024.26.8,"August 22, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-06-28,2024-08-15,2024-08-22,released,
F0897,2024.26.8,"August 22, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,4,402,E05,,,,2024-06-27,2024-08-12,2024-08-22,released,
F0898,2024.26.8,"August 22, 2024",Hide Music Services Per Profile,Undocumented Change,5,501,E10,,,,2024-06-27,2024-08-08,2024-08-22,released,
F0899,2024.26.8,"August 22, 2024",Audio Balance Per Profile,Undocumented Change,5,501,E10,,,,2024-06-30,2024-08-14,2024-08-22,released,
F0900,2024.26.8,"August 22, 2024",Service Center Tips,Undocumented Change,3,302,E09,,,,2024-07-06,2024-08-13,2024-08-22,released,
F0901,2024.26.8,"August 22, 2024",Reduce Fan Speed Hint,Undocumented Change,3,302,E09,,,,2024-06-28,2024-08-10,2024-08-22,released,
F0902,2024.26.8,"August 22, 2024",Reduce Fan Speed Option,Undocumented Change,3,302,E09,,,,2024-07-07,2024-08-12,2024-08-22,released,
F0903,2024.26.8,"August 22, 2024",New Key Required Screen,Undocumented Change,3,302,E09,,,,2024-07-06,2024-08-11,2024-08-22,released,
F0904,2024.26.8,"August 22, 2024",Improved Front Camera Clarity,Undocumented Change,7,703,E08,,,,2024-07-11,2024-08-09,2024-08-22,released,
F0905,2024.26.8,"August 22, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,1,101,E02,,,,2024-07-09,2024-08-09,2024-08-22,released,
F0906,2024.26.8,"August 22, 2024",New Ambient Lighting Options,Undocumented Change,7,701,E08,,,,2024-07-06,2024-08-09,2024-08-22,released,
F0907,2024.26.8,"August 22, 2024",Improved Climate Panel,Undocumented Change,3,302,E09,,,,2024-06-29,2024-08-12,2024-08-22,released,
F0908,2024.32,"August 19, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-07-07,2024-08-12,2024-08-19,released,
F0909,2024.32,"August 19, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-07-03,2024-08-08,2024-08-19,released,
F0910,2024.32,"August 19, 2024",Search This Area,New Feature,4,403,E05,,,,2024-07-03,2024-08-10,2024-08-19,released,
F0911,2024.32,"August 19, 2024",Mobile App Notification for Tire Service,New Feature,3,302,E09,,,,2024-06-27,2024-08-11,2024-08-19,released,
F0912,2024.32,"August 19, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-07-03,2024-08-05,2024-08-19,released,
F0913,2024.32,"August 19, 2024",AutoPark Shift Change,Undocumented Change,1,103,E01,,,,2024-06-28,2024-08-10,2024-08-19,released,
F0914,2024.32.10,"October 1, 2024",ASS (Actually Smart Summon),New Feature,1,103,E02,,,,2024-08-18,2024-09-24,2024-10-01,released,
F0915,2024.32.10,"October 1, 2024",New Summon Options,Undocumented Change,1,103,E01,,,,2024-08-17,2024-09-21,2024-10-01,released,
F0916,2024.32.10,"October 1, 2024",FSD (Supervised) v12.5.4.1,New Feature,1,104,E02,,HW4,,2024-08-10,2024-09-20,2024-10-01,released,HW4
F0917,2024.32.10,"October 1, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E03,,,,2024-08-19,2024-09-24,2024-10-01,released,
F0918,2024.32.10,"October 1, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2024-08-18,2024-09-24,2024-10-01,released,HW4
F0919,2024.32.10,"October 1, 2024",LiveOne Powered by Slacker Radio,New Feature,5,501,E10,,,,2024-08-14,2024-09-23,2024-10-01,released,
F0920,2024.32.10,"October 1, 2024",Vision Autopark,New Feature,1,103,E02,,,,2024-08-17,2024-09-23,2024-10-01,released,
F0921,2024.32.10,"October 1, 2024",Exclude Home When Using Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-18,2024-09-20,2024-10-01,released,
F0922,2024.32.10,"October 1, 2024",AutoPark Shift Change,Undocumented Change,1,103,E01,,,,2024-08-07,2024-09-23,2024-10-01,released,
F0923,2024.32.10,"October 1, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-13,2024-09-17,2024-10-01,released,
F0924,2024.32.10,"October 1, 2024",Hands-Free Frunk,New Feature,3,302,E09,,,,2024-08-10,2024-09-18,2024-10-01,released,
F0925,2024.32.10,"October 1, 2024",Sentry Mode Light Pulsing,New Feature,2,201,E07,,,,2024-08-06,2024-09-18,2024-10-01,released,
F0926,2024.32.10,"October 1, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-08-13,2024-09-24,2024-10-01,released,
F0927,2024.32.10,"October 1, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-08-13,2024-09-20,2024-10-01,released,
F0928,2024.32.10,"October 1, 2024",Search This Area,New Feature,4,403,E05,,,,2024-08-11,2024-09-24,2024-10-01,released,
F0929,2024.32.10,"October 1, 2024",Mobile App Notification for Tire Service,New Feature,3,302,E09,,,,2024-08-19,2024-09-19,2024-10-01,released,
F0930,2024.32.10,"October 1, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-08-08,2024-09-21,2024-10-01,released,
F0931,2024.32.10,"October 1, 2024",Cancel Lane Change in Autopilot,Undocumented Change,1,102,E02,,,,2024-08-07,2024-09-18,2024-10-01,released,
F0932,2024.32.100.1,"October 29, 2024",Minor Fixes,New Feature,3,302,E09,,,,2024-09-09,2024-10-15,2024-10-29,released,
F0933,2024.32.20,"September 30, 2024",FSD (Supervised) v12.5.5,New Feature,1,104,E01,,HW4,,2024-08-12,2024-09-19,2024-09-30,released,HW4
F0934,2024.32.20,"September 30, 2024",Full Self-Driving (Supervised),New Feature,1,104,E02,,HW4,,2024-08-05,2024-09-23,2024-09-30,released,HW4
F0935,2024.32.20,"September 30, 2024",LiveOne Powered by Slacker Radio,New Feature,5,501,E10,,,,2024-08-18,2024-09-16,2024-09-30,released,
F0936,2024.32.20,"September 30, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E03,,,,2024-08-16,2024-09-20,2024-09-30,released,
F0937,2024.32.20,"September 30, 2024",Mirror in Full Screen,Undocumented Change,5,502,E10,,,,2024-08-13,2024-09-22,2024-09-30,released,
F0938,2024.32.20,"September 30, 2024",Vision Attention Monitoring Icon,Undocumented Change,2,201,E07,,,,2024-08-06,2024-09-21,2024-09-30,released,
F0939,2024.32.20,"September 30, 2024",AutoPark Shift Change,Undocumented Change,1,103,E01,,,,2024-08-14,2024-09-22,2024-09-30,released,
F0940,2024.32.20,"September 30, 2024",Vision Autopark,New Feature,1,103,E02,,,,2024-08-11,2024-09-17,2024-09-30,released,
F0941,2024.32.20,"September 30, 2024",Exclude Home When Using Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-06,2024-09-19,2024-09-30,released,
F0942,2024.32.20,"September 30, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-05,2024-09-23,2024-09-30,released,
F0943,2024.32.20,"September 30, 2024",Hands-Free Frunk,New Feature,3,302,E09,,,,2024-08-18,2024-09-17,2024-09-30,released,
F0944,2024.32.20,"September 30, 2024",Sentry Mode Light Pulsing,New Feature,2,201,E03,,,,2024-08-10,2024-09-22,2024-09-30,released,
F0945,2024.32.20,"September 30, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-08-07,2024-09-19,2024-09-30,released,
F0946,2024.32.20,"September 30, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-08-05,2024-09-17,2024-09-30,released,
F0947,2024.32.20,"September 30, 2024",Search This Area,New Feature,4,403,E05,,,,2024-08-09,2024-09-16,2024-09-30,released,
F0948,2024.32.20,"September 30, 2024",Mobile App Notification for Tire Service,New Feature,3,302,E09,,,,2024-08-19,2024-09-21,2024-09-30,released,
F0949,2024.32.20,"September 30, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-08-17,2024-09-17,2024-09-30,released,
F0950,2024.32.20,"September 30, 2024",Cancel Lane Change in Autopilot,Undocumented Change,1,102,E01,,,,2024-08-05,2024-09-18,2024-09-30,released,
F0951,2024.32.3,"September 1, 2024",Exclude Home When Using Hands-Free Closures,New Feature,3,302,E09,,,,2024-07-10,2024-08-18,2024-09-01,released,
F0952,2024.32.3,"September 1, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,3,302,E09,,,,2024-07-21,2024-08-20,2024-09-01,released,
F0953,2024.32.3,"September 1, 2024",Hands-Free Frunk,New Feature,3,302,E09,,,,2024-07-17,2024-08-18,2024-09-01,released,
F0954,2024.32.3,"September 1, 2024",Sentry Mode Light Pulsing,New Feature,2,201,E07,,,,2024-07-19,2024-08-21,2024-09-01,released,
F0955,2024.32.3,"September 1, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-07-17,2024-08-19,2024-09-01,released,
F0956,2024.32.3,"September 1, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-07-18,2024-08-18,2024-09-01,released,
F0957,2024.32.3,"September 1, 2024",Search This Area,New Feature,4,403,E05,,,,2024-07-10,2024-08-18,2024-09-01,released,
F0958,2024.32.3,"September 1, 2024",Mobile App Notification for Tire Service,New Feature,3,302,E09,,,,2024-07-08,2024-08-25,2024-09-01,released,
F0959,2024.32.3,"September 1, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-07-20,2024-08-21,2024-09-01,released,
F0960,2024.32.3,"September 1, 2024",AutoPark Shift Change,Undocumented Change,1,103,E02,,,,2024-07-19,2024-08-25,2024-09-01,released,
F0961,2024.32.3,"September 1, 2024",Cancel Lane Change in Autopilot,Undocumented Change,1,102,E01,,,,2024-07-07,2024-08-22,2024-09-01,released,
F0962,2024.32.30,"October 8, 2024",FSD (Supervised) v12.5.6,New Feature,1,104,E02,,HW4,,2024-08-27,2024-09-24,2024-10-08,released,HW4
F0963,2024.32.30,"October 8, 2024",Full Self-Driving (Supervised),New Feature,1,104,E01,,HW4,,2024-08-16,2024-09-28,2024-10-08,released,HW4
F0964,2024.32.30,"October 8, 2024",ASS (Actually Smart Summon),New Feature,1,103,E02,,,,2024-08-14,2024-09-24,2024-10-08,released,
F0965,2024.32.30,"October 8, 2024",Vision-Based Attention Monitoring,New Feature,2,201,E03,,,,2024-08-17,2024-09-30,2024-10-08,released,
F0966,2024.32.30,"October 8, 2024",AutoPark Shift Change,Undocumented Change,1,103,E01,,,,2024-08-22,2024-09-24,2024-10-08,released,
F0967,2024.32.30,"October 8, 2024",Smoother Visualizations,Undocumented Change,3,302,E04,,,,2024-08-25,2024-09-24,2024-10-08,released,
F0968,2024.32.30,"October 8, 2024",Vision Autopark,New Feature,1,103,E02,,,,2024-08-22,2024-09-29,2024-10-08,released,
F0969,2024.32.30,"October 8, 2024",LiveOne Powered by Slacker Radio,New Feature,5,501,E10,,,,2024-08-23,2024-10-01,2024-10-08,released,
F0970,2024.32.30,"October 8, 2024",Exclude Home When Using Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-25,2024-09-28,2024-10-08,released,
F0971,2024.32.30,"October 8, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,3,302,E09,,,,2024-08-17,2024-09-28,2024-10-08,released,
F0972,2024.32.30,"October 8, 2024",Hands-Free Frunk,New Feature,3,302,E09,,,,2024-08-19,2024-10-01,2024-10-08,released,
F0973,2024.32.30,"October 8, 2024",Sentry Mode Light Pulsing,New Feature,2,201,E07,,,,2024-08-13,2024-09-29,2024-10-08,released,
F0974,2024.32.30,"October 8, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-08-24,2024-09-27,2024-10-08,released,
F0975,2024.32.30,"October 8, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-08-16,2024-09-27,2024-10-08,released,
F0976,2024.32.30,"October 8, 2024",Search This Area,New Feature,4,403,E05,,,,2024-08-14,2024-09-26,2024-10-08,released,
F0977,2024.32.30,"October 8, 2024",Mobile App Notification for Tire Service,New Feature,3,302,E09,,,,2024-08-24,2024-09-24,2024-10-08,released,
F0978,2024.32.30,"October 8, 2024",Security Improvements,New Feature,3,302,E09,,,,2024-08-18,2024-09-30,2024-10-08,released,
F0979,2024.32.30,"October 8, 2024",Cancel Lane Change in Autopilot,Undocumented Change,1,102,E01,,,,2024-08-19,2024-09-27,2024-10-08,released,
F0980,2024.32.30,"October 8, 2024",Vision Attention Monitoring Icon,Undocumented Change,2,201,E03,,,,2024-08-20,2024-09-30,2024-10-08,released,
F0981,2024.32.30,"October 8, 2024",Mirror in Full Screen,Undocumented Change,5,502,E10,,,,2024-08-17,2024-09-26,2024-10-08,released,
F0982,2024.32.5,"September 9, 2024",Vision Autopark,New Feature,1,103,E02,,,,2024-07-19,2024-08-29,2024-09-09,released,
F0983,2024.32.5,"September 9, 2024",Exclude Home When Using Hands-Free Closures,New Feature,3,302,E09,,,,2024-07-21,2024-08-30,2024-09-09,released,
F0984,2024.32.5,"September 9, 2024",Exclude Home When Using Automatic and Hands-Free Closures,New Feature,3,302,E09,,,,2024-07-19,2024-08-28,2024-09-09,released,
F0985,2024.32.5,"September 9, 2024",Hands-Free Frunk,New Feature,3,302,E09,,,,2024-07-19,2024-08-26,2024-09-09,released,
F0986,2024.32.5,"September 9, 2024",Sentry Mode Light Pulsing,New Feature,2,201,E07,,,,2024-07-15,2024-08-27,2024-09-09,released,
F0987,2024.32.5,"September 9, 2024",Construction on Your Route,New Feature,4,403,E05,,,,2024-07-18,2024-09-02,2024-09-09,released,
F0988,2024.32.5,"September 9, 2024",Predictive Text for Navigation Searches,New Feature,4,403,E05,,,,2024-07-24,2024-08-30,2024-09-09,released,
F0989,2024.32.5,"September 9, 2024",Search This Area,New Feature,4,403,E05,,,,2024-07-15,2024-08-28,2024-09-09,released,
